BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Acuña Jr.RF,4,0,0,0,0,2,2,.265,.766
SwansonSS,4,1,1,1,0,2,1,.276,.766
"Harris II, MCF",4,0,1,0,0,1,0,.304,.873
Riley3B,4,1,1,1,0,2,0,.275,.883
Olson1B,3,2,2,1,0,1,0,.238,.789
d'ArnaudC,3,1,1,0,0,1,0,.270,.802
"Contreras, WmDH",3,0,0,0,0,1,2,.276,.860
"Rosario, ELF",2,0,0,1,0,2,0,.218,.605
HerediaLF,0,0,0,0,0,0,0,.127,.505
Arcia2B,3,0,2,1,0,0,0,.245,.746
,30,5,8,5,0,12,5,,
