PITCHERS - ATL,IP,H,R,ER,BB,SO,HR,ERA
"Morton(L, 5-4)",5.0,6,5,5,3,6,3,4.45
Chavez,2.0,2,2,1,0,2,0,2.97
Jansen,1.0,0,0,0,0,0,0,3.48
Stephens,1.0,0,0,0,0,2,0,3.03
,9.0,8,7,6,3,10,3,
