Name,Year,0ft,5ft,10ft,15ft,20ft,25ft,30ft,35ft,40ft,45ft,50ft,55ft,60ft,65ft,70ft,75ft,80ft,85ft,90ft
"Nola, Aaron - RHB",2017,0.00,0.53,0.85,1.13,1.39,1.63,1.85,2.06,2.27,2.47,2.67,2.87,3.06,3.25,3.44,3.64,3.83,4.04,4.27
"Nola, Aaron - RHB",2018,0.00,0.55,0.87,1.15,1.41,1.65,1.88,2.09,2.31,2.51,2.71,2.91,3.10,3.30,3.49,3.69,3.89,4.10,4.33

