Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Lehigh Valley IronPigs,Triple-A,Bases Empty,,,,2,,,7.1,28,5,,,0,1,6,0.82
Lehigh Valley IronPigs,Triple-A,Runner at 1st,,,,2,,,1.0,3,0,,,0,0,1,0.00
Lehigh Valley IronPigs,Triple-A,Runner at 2nd,,,,2,,,1.2,6,1,,,0,0,3,0.60
Lehigh Valley IronPigs,Triple-A,Scoring Position,,,,2,,,1.2,6,1,,,0,0,3,0.60
