Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2014,2 Teams,,Minors,P,12,11,55.1,13,7,6,0,0,,1.000
2014,2 Teams,,Minors,P,12,11,55.1,13,7,6,0,0,,1.000
2014,Clearwater Threshers,FSL,A(Adv),P,7,6,31.1,6,2,4,0,0,,1.000
2014,Reading Fightin Phils,EAS,AA,P,5,5,24.0,7,5,2,0,0,,1.000
2015,2 Teams,,Minors,P,18,18,109.1,19,6,13,0,1,,1.000
2015,2 Teams,,Minors,P,18,18,109.1,19,6,13,0,1,,1.000
2015,Reading Fightin Phils,EAS,AA,P,12,12,76.2,15,6,9,0,1,,1.000
2015,Lehigh Valley IronPigs,INT,AAA,P,6,6,32.2,4,0,4,0,0,,1.000
2017,Lehigh Valley IronPigs,INT,AAA,P,2,2,10.1,4,1,3,0,0,,1.000
,Lehigh Valley IronPigs,INT,AAA,P,8,8,43.0,8,1,7,0,0,,1.000
,Reading Fightin Phils,EAS,AA,P,17,17,100.2,22,11,11,0,1,,1.000
,Clearwater Threshers,FSL,A+,P,7,6,31.1,6,2,4,0,0,,1.000
,3 Teams,,Minors,P,32,31,175.0,36,14,22,0,1,,1.000
Career Minors,3 Teams,,,P,32,31,175.0,36,14,22,0,1,,1.000
