Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Lehigh Valley IronPigs,Triple-A,Home Games,0,0,2.25,1,1,0,4.0,16,4,1,1,0,0,3,1.00
Lehigh Valley IronPigs,Triple-A,Away Games,1,0,0.00,1,1,0,6.1,21,2,0,0,0,1,7,0.47
Lehigh Valley IronPigs,Triple-A,Night Games,1,0,0.87,2,2,0,10.1,37,6,1,1,0,1,10,0.68
Lehigh Valley IronPigs,Triple-A,Leading Off,,,,2,,,3.0,11,2,,,0,0,2,0.67
Lehigh Valley IronPigs,Triple-A,Late / Close,,,,1,,,0.1,2,1,,,0,0,1,3.00
