Season,Outs Above Average,,Back Left,Back,Back Right,Back All,In Left,In,In Right,In All,Expected Catch Percentage (%),Actual Catch Percentage (%),Catch Percentage Added (%)
2016,1,,0,0,0,0,0,0,0,0,95,97,2
2017,0,,0,0,0,0,0,0,0,0,83,85,2
2018,-1,,1,0,-1,-1,0,0,0,0,86,85,-1
2019,1,,1,0,0,1,0,-1,1,0,85,86,1
2020,1,,-1,0,0,0,0,1,0,1,89,89,0
2021,-1,,0,-1,-1,-2,0,0,0,1,85,82,-3
2022,2,,0,1,-1,1,0,0,1,2,85,87,2
