Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2016,KC,AL,1B,1,1,9.0,9,9,0,0,1,,1.000
2016,KC,AL,2B,65,55,502.2,252,92,156,4,39,,.984
2016,KC,AL,3B,5,3,30.0,10,1,8,1,2,,.900
2016,KC,AL,LF,13,11,91.0,22,20,2,0,1,,1.000
2016,KC,AL,RF,4,3,27.0,9,8,1,0,1,,1.000
2017,KC,AL,1B,1,0,2.0,3,3,0,0,0,,1.000
2017,KC,AL,2B,132,131,1142.2,584,232,341,11,93,,.981
2017,KC,AL,3B,1,0,1.0,1,0,1,0,0,,1.000
2017,KC,AL,LF,7,4,43.0,11,10,1,0,0,,1.000
2017,KC,AL,RF,10,8,70.0,14,13,0,1,0,,.929
2018,KC,AL,1B,5,5,44.1,39,38,1,0,4,,1.000
2018,KC,AL,2B,108,107,933.2,468,175,287,6,71,,.987
2018,KC,AL,LF,1,1,9.0,2,2,0,0,0,,1.000
2018,KC,AL,CF,30,27,241.2,82,81,1,0,0,,1.000
2018,KC,AL,RF,8,7,65.2,16,15,0,1,0,,.938
2018,KC,AL,DH,11,10,0.0,0,0,0,0,0,,.000
2019,KC,AL,1B,5,4,30.0,31,25,5,1,5,,.968
2019,KC,AL,2B,82,76,670.0,384,154,222,8,61,,.979
2019,KC,AL,LF,4,4,34.1,8,7,1,0,0,,1.000
2019,KC,AL,CF,17,16,131.1,47,45,1,1,0,,.979
2019,KC,AL,RF,61,53,465.2,107,103,3,1,0,,.991
2019,KC,AL,DH,8,8,0.0,0,0,0,0,0,,.000
2020,KC,AL,1B,1,0,4.0,3,3,0,0,1,,1.000
2020,KC,AL,2B,15,10,92.0,58,20,36,2,11,,.966
2020,KC,AL,LF,6,2,21.0,3,2,1,0,0,,1.000
2020,KC,AL,CF,23,20,159.1,43,42,0,1,0,,.977
2020,KC,AL,RF,34,28,234.2,51,51,0,0,0,,1.000
2021,KC,AL,2B,149,147,1255.2,673,283,382,8,103,,.988
2021,KC,AL,LF,2,2,17.0,2,2,0,0,0,,1.000
2021,KC,AL,RF,18,11,100.0,27,26,1,0,0,,1.000
2021,KC,AL,DH,2,2,0.0,0,0,0,0,0,,.000
2022,KC,AL,2B,61,54,477.1,232,94,134,4,39,,.983
2022,KC,AL,CF,6,6,49.0,18,18,0,0,0,,1.000
2022,KC,AL,RF,33,30,252.0,67,66,1,0,0,,1.000
2022,KC,AL,DH,5,5,0.0,0,0,0,0,0,,.000
2022,TOR,AL,2B,22,18,157.0,76,26,50,0,8,,1.000
2022,TOR,AL,CF,12,9,71.0,22,22,0,0,0,,1.000
2022,TOR,AL,RF,7,4,35.0,8,8,0,0,0,,1.000
2022,TOR,AL,P,1,0,1.0,0,0,0,0,0,,.000
2022,TOR,AL,1B,2,0,8.0,4,4,0,0,0,,1.000
2022,TOR,AL,LF,5,3,26.1,4,4,0,0,0,,1.000
2022,2 Teams,,2B,83,72,634.1,308,120,184,4,47,,.987
2022,2 Teams,,CF,18,15,120.0,40,40,0,0,0,,1.000
2022,2 Teams,,RF,40,34,287.0,75,74,1,0,0,,1.000
7 Seasons,2 Teams,,1B,15,10,97.1,89,82,6,1,11,,.989
,2 Teams,,2B,634,598,5231.0,2727,1076,1608,43,425,,.984
,KC,AL,3B,6,3,31.0,11,1,9,1,2,,.909
,2 Teams,,LF,38,27,241.2,52,47,5,0,1,,1.000
,2 Teams,,CF,88,78,652.1,212,208,2,2,0,,.991
,2 Teams,,RF,175,144,1250.0,299,290,6,3,1,,.990
,KC,AL,DH,26,25,0.0,0,0,0,0,0,,.000
,TOR,AL,P,1,0,1.0,0,0,0,0,0,,.000
