BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
JudgeCF,4,3,3,2,1,0,0,.310,1.106
StantonDH,4,0,1,0,1,2,0,.218,.768
1-FlorialPR-DH,0,1,0,0,0,0,0,.097,.297
Torres2B,5,0,1,3,0,1,1,.240,.718
Donaldson3B,4,0,0,0,1,1,1,.221,.692
"Cabrera, ORF",3,0,0,0,1,2,2,.198,.530
AndújarLF,4,0,0,0,0,0,3,.244,.566
HigashiokaC,0,0,0,0,0,0,0,.203,.600
Kiner-FalefaSS,4,2,1,0,0,0,0,.267,.649
TrevinoC,3,0,1,0,0,0,1,.255,.688
"a-Hicks, APH-LF",0,0,0,0,1,0,0,.211,.624
Gonzalez1B,4,1,1,2,0,1,3,.194,.602
,35,7,8,7,5,7,11,,
