PITCHERS - BOS,IP,H,R,ER,BB,SO,HR,ERA
Pivetta,5.1,6,3,3,2,5,2,4.31
Brasier,0.2,0,0,0,0,0,0,6.17
"Schreiber(H, 20)",1.0,0,0,0,0,0,0,2.01
"Whitlock(BS, 2)",1.0,1,1,1,0,1,1,3.49
"Barnes, M",1.0,0,0,0,0,1,0,5.23
"Familia(L, 2-3)",1.0,1,3,2,3,0,0,6.09
,10.0,8,7,6,5,7,3,
