BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
PhamLF,4,0,0,0,0,4,3,.245,.708
VerdugoRF,5,0,1,1,0,0,2,.285,.738
BogaertsSS,5,1,1,1,0,1,2,.318,.861
Devers3B,4,1,0,0,1,3,1,.288,.875
MartinezDH,4,0,1,0,0,1,1,.274,.768
Arroyo2B,4,0,0,0,0,0,2,.280,.743
Casas1B,3,1,1,2,1,0,0,.125,.625
"Hernández, KCF",4,1,0,0,0,3,1,.222,.640
McGuireC,3,1,2,1,0,1,1,.269,.653
1-WongPR,0,1,0,0,0,0,0,.227,.717
,36,6,6,5,2,13,13,,
