 , ,Bases Empty, , , ,Runners On Base
Season,Team,Pitches,Tempo,Fast %,Slow %,Pitches,Tempo,Fast %,Slow %
2014,,376,15.4,44.4%,1.6%,199,21.9,4.0%,6.0%
2015,,490,15.8,42.0%,4.1%,278,22.5,9.4%,19.8%
2016,,855,16.4,39.5%,2.9%,443,23.8,4.5%,18.1%
2017,,775,16.7,33.5%,1.3%,563,22.9,1.2%,8.2%
2018,,601,16.1,36.9%,0.5%,561,22.3,0.9%,8.0%
2019,,795,16.6,33.7%,1.5%,532,22.6,1.3%,9.8%
2020,,333,17.1,27.3%,2.1%,177,22.5,2.3%,8.5%
2021,,761,16.8,31.9%,1.7%,427,22.8,1.4%,11.0%
2022,,799,17.5,23.8%,1.9%,506,22.4,1.0%,11.3%
