Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Arizona Diamondbacks,MLB,First Inning,87,78,11,13,4,0,2,4,6,21,1,3,3,.167,.253,.295,.548
Arizona Diamondbacks,MLB,Second Inning,54,47,6,11,1,1,2,7,5,11,1,1,0,.234,.302,.426,.728
Arizona Diamondbacks,MLB,Third Inning,72,68,7,16,2,0,4,9,3,17,2,0,1,.235,.278,.441,.719
Arizona Diamondbacks,MLB,Fourth Inning,53,47,12,15,1,0,5,10,5,14,2,0,1,.319,.396,.660,1.056
Arizona Diamondbacks,MLB,Fifth Inning,68,62,6,14,3,0,4,8,5,16,0,2,0,.226,.279,.468,.747
Arizona Diamondbacks,MLB,Sixth Inning,69,63,7,14,4,0,4,8,5,21,1,0,0,.222,.275,.476,.751
Arizona Diamondbacks,MLB,Seventh Inning,60,53,6,12,5,0,1,7,5,15,3,0,1,.226,.300,.377,.677
Arizona Diamondbacks,MLB,Eighth Inning,69,62,11,14,2,1,3,9,6,18,2,0,1,.226,.304,.435,.739
Arizona Diamondbacks,MLB,Ninth Inning,54,46,10,14,0,1,2,8,6,10,3,0,0,.304,.377,.478,.855
Arizona Diamondbacks,MLB,Extra Innings,6,5,3,2,1,0,0,4,0,2,1,0,0,.400,.400,.600,1.000
