Year,Team,Avg HR Trot,Actual HR,xHR,HR-xHR,Doubters,Mostly Gone,No Doubters,No Doubter %
2018,,20.5,5,3.9,1,2,5,0,0.0
2019,,20.8,24,16.8,7,11,15,6,25.0
2020,,21.2,9,8.2,1,3,10,1,11.1
2021,,21.4,23,19.2,4,9,16,8,34.8
2022,,21.6,20,18.2,2,4,14,8,40.0
Player,,21.2,81,66.3,15,29,60,23,28.4
