PITCHERS - HOU,IP,H,R,ER,BB,SO,HR,ERA
"Garcia, L(W, 6-5)",5.1,3,1,1,2,6,1,3.54
"Stanek(H, 8)",0.2,1,0,0,1,1,0,0.69
"Neris(H, 17)",1.0,0,0,0,0,1,0,3.62
"Montero(H, 12)",1.0,1,0,0,0,1,0,1.76
"Pressly(S, 17)",1.0,0,0,0,0,2,0,3.68
,9.0,5,1,1,3,11,1,
