BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieu3B,4,0,1,0,0,2,0,.262,.758
JudgeCF,4,0,0,0,0,1,2,.286,.988
Rizzo1B,3,1,1,1,1,1,2,.221,.837
StantonLF,4,0,2,0,0,0,1,.249,.857
"1-Hicks, APR-LF",0,0,0,0,0,0,0,.218,.622
DonaldsonDH,4,0,0,0,0,3,2,.225,.700
Torres2B,3,0,1,0,1,0,0,.248,.781
TrevinoC,4,0,0,0,0,2,3,.263,.749
Kiner-FalefaSS,3,0,0,0,0,0,0,.260,.619
a-CarpenterPH,1,0,0,0,0,1,0,.250,1.178
GalloRF,2,0,0,0,1,1,0,.165,.606
,32,1,5,1,3,11,10,,
