PITCHERS - LAA,IP,H,R,ER,BB,SO,HR,ERA
"Ohtani(W, 11-8)",7.0,2,0,0,1,9,0,2.67
"Herget(S, 3)",2.0,0,0,0,0,2,0,2.79
,9.0,2,0,0,1,11,0,
