Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Baltimore Orioles,MLB,First Inning,98,91,5,23,7,1,3,14,7,27,2,0,0,.253,.306,.451,.757
Baltimore Orioles,MLB,Second Inning,53,48,5,10,2,0,2,4,3,17,0,0,1,.208,.264,.375,.639
Baltimore Orioles,MLB,Third Inning,68,63,10,14,3,0,6,19,2,18,0,0,0,.222,.235,.556,.791
Baltimore Orioles,MLB,Fourth Inning,71,68,7,21,6,0,3,10,3,14,1,1,0,.309,.338,.529,.867
Baltimore Orioles,MLB,Fifth Inning,53,47,12,16,5,0,2,12,5,7,0,0,0,.340,.396,.574,.970
Baltimore Orioles,MLB,Sixth Inning,73,63,6,14,1,0,2,5,9,17,0,0,1,.222,.329,.333,.662
Baltimore Orioles,MLB,Seventh Inning,71,64,7,14,3,0,1,6,6,12,0,0,1,.219,.296,.313,.609
Baltimore Orioles,MLB,Eighth Inning,65,60,6,15,1,0,2,10,5,23,1,0,0,.250,.308,.367,.675
Baltimore Orioles,MLB,Ninth Inning,50,44,4,11,0,0,1,3,3,17,0,0,1,.250,.300,.318,.618
Baltimore Orioles,MLB,Extra Innings,7,7,0,1,0,0,0,2,0,2,0,0,0,.143,.143,.143,.286
