,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2020,BAL,AL,35,140,126,12,42,5,0,5,23,11,30,0,1,1,.333,.386,.492,.878
,2021,BAL,AL,144,586,534,77,136,23,1,33,89,41,161,4,3,4,.255,.309,.487,.796
,2022,BAL,AL,145,609,555,62,139,28,1,22,85,43,154,4,1,4,.250,.305,.423,.728
,3 Seasons,BAL,AL,324,1335,1215,151,317,56,2,60,197,95,345,8,5,9,.261,.315,.458,.773
