Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Norfolk Tides,Triple-A,First Inning,119,108,16,38,10,0,4,18,8,26,1,0,0,.352,.387,.556,.943
Norfolk Tides,Triple-A,Second Inning,22,22,3,6,3,0,1,2,0,4,0,0,0,.273,.273,.545,.818
Norfolk Tides,Triple-A,Third Inning,73,66,13,23,3,0,8,18,6,16,0,0,1,.348,.411,.758,1.169
Norfolk Tides,Triple-A,Fourth Inning,60,58,10,11,2,0,1,1,2,22,1,0,0,.190,.217,.276,.493
Norfolk Tides,Triple-A,Fifth Inning,63,55,8,14,3,0,3,10,4,11,0,1,2,.255,.317,.473,.790
Norfolk Tides,Triple-A,Sixth Inning,66,65,7,20,1,0,1,10,0,13,0,0,1,.308,.318,.369,.687
Norfolk Tides,Triple-A,Seventh Inning,51,49,6,15,6,0,2,8,2,14,0,0,0,.306,.333,.551,.884
Norfolk Tides,Triple-A,Eighth Inning,52,51,8,15,5,0,2,6,1,16,0,0,0,.294,.308,.510,.818
Norfolk Tides,Triple-A,Ninth Inning,43,43,10,19,2,1,3,10,0,7,0,0,0,.442,.442,.744,1.186
Norfolk Tides,Triple-A,Extra Innings,4,3,0,1,0,0,0,0,1,1,0,0,0,.333,.500,.333,.833
