Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2014,Williamsport Crosscutters,NYP,A(Short),1B,68,67,583.0,639,575,56,8,39,,.987
2014,Williamsport Crosscutters,NYP,A(Short),DH,1,1,0.0,0,0,0,0,0,,.000
2015,2 Teams,,Minors,DH,13,13,0.0,0,0,0,0,0,,.000
2015,2 Teams,,Minors,1B,122,121,1062.0,1101,1004,86,11,89,,.990
2015,2 Teams,,Minors,DH,13,13,0.0,0,0,0,0,0,,.000
2015,2 Teams,,Minors,1B,122,121,1062.0,1101,1004,86,11,89,,.990
2015,2 Teams,,Minors,DH,13,13,0.0,0,0,0,0,0,,.000
2015,2 Teams,,Minors,1B,122,121,1062.0,1101,1004,86,11,89,,.990
2015,Lakewood BlueClaws,SAL,A(Full),1B,64,63,563.0,606,552,50,4,39,,.993
2015,Lakewood BlueClaws,SAL,A(Full),DH,4,4,0.0,0,0,0,0,0,,.000
2015,Clearwater Threshers,FSL,A(Adv),1B,58,58,499.0,495,452,36,7,50,,.986
2015,Clearwater Threshers,FSL,A(Adv),DH,9,9,0.0,0,0,0,0,0,,.000
2016,Reading Fightin Phils,EAS,AA,1B,129,128,1130.1,1176,1080,82,14,103,,.988
2016,Reading Fightin Phils,EAS,AA,DH,5,5,0.0,0,0,0,0,0,,.000
2017,Lehigh Valley IronPigs,INT,AAA,1B,105,105,890.0,857,801,48,8,76,,.991
2017,Lehigh Valley IronPigs,INT,AAA,LF,3,3,27.0,9,9,0,0,0,,1.000
2017,Lehigh Valley IronPigs,INT,AAA,DH,7,7,0.0,0,0,0,0,0,,.000
,Lehigh Valley IronPigs,INT,AAA,1B,105,105,890.0,857,801,48,8,76,,.991
,Lehigh Valley IronPigs,INT,AAA,LF,3,3,27.0,9,9,0,0,0,,1.000
,Lehigh Valley IronPigs,INT,AAA,DH,7,7,0.0,0,0,0,0,0,,.000
,Reading Fightin Phils,EAS,AA,1B,129,128,1130.1,1176,1080,82,14,103,,.988
,Reading Fightin Phils,EAS,AA,DH,5,5,0.0,0,0,0,0,0,,.000
,Clearwater Threshers,FSL,A+,1B,58,58,499.0,495,452,36,7,50,,.986
,Clearwater Threshers,FSL,A+,DH,9,9,0.0,0,0,0,0,0,,.000
,Jersey Shore BlueClaws,SAL,A,1B,64,63,563.0,606,552,50,4,39,,.993
,Jersey Shore BlueClaws,SAL,A,DH,4,4,0.0,0,0,0,0,0,,.000
,Williamsport Crosscutters,,A(Short),1B,68,67,583.0,639,575,56,8,39,,.987
,Williamsport Crosscutters,,A(Short),DH,1,1,0.0,0,0,0,0,0,,.000
,5 Teams,,Minors,1B,424,421,3665.1,3773,3460,272,41,307,,.989
,1 Teams,,Minors,LF,3,3,27.0,9,9,0,0,0,,1.000
,5 Teams,,Minors,DH,26,26,0.0,0,0,0,0,0,,.000
,5 Teams,,Minors,1B,424,421,3665.1,3773,3460,272,41,307,,.989
,1 Teams,,Minors,LF,3,3,27.0,9,9,0,0,0,,1.000
,5 Teams,,Minors,DH,26,26,0.0,0,0,0,0,0,,.000
,5 Teams,,Minors,1B,424,421,3665.1,3773,3460,272,41,307,,.989
,1 Teams,,Minors,LF,3,3,27.0,9,9,0,0,0,,1.000
Career Minors,5 Teams,,,DH,26,26,0.0,0,0,0,0,0,,.000
