Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2017,PHI,NL,1B,27,21,203.1,206,185,18,3,17,,.985
2017,PHI,NL,LF,30,29,237.1,47,44,2,1,0,,.979
2018,PHI,NL,1B,17,12,106.2,116,105,11,0,9,,1.000
2018,PHI,NL,LF,135,133,1172.1,246,235,5,6,0,,.976
2018,PHI,NL,DH,4,4,0.0,0,0,0,0,0,,.000
2019,PHI,NL,1B,158,157,1398.1,1324,1193,122,9,111,,.993
2019,PHI,NL,DH,2,2,0.0,0,0,0,0,0,,.000
2020,PHI,NL,1B,40,40,333.2,340,315,21,4,34,,.988
2020,PHI,NL,DH,1,1,0.0,0,0,0,0,0,,.000
2021,PHI,NL,1B,103,99,854.2,818,735,79,4,81,,.995
2021,PHI,NL,DH,1,1,0.0,0,0,0,0,0,,.000
2022,PHI,NL,1B,151,150,1298.1,1213,1098,103,12,103,,.990
2022,PHI,NL,DH,4,4,0.0,0,0,0,0,0,,.000
6 Seasons,PHI,NL,1B,496,479,4195.0,4017,3631,354,32,355,,.992
,PHI,NL,LF,165,162,1409.2,293,279,7,7,0,,.976
,PHI,NL,DH,12,12,0.0,0,0,0,0,0,,.000
