Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,1.3,12,908,31.3,236,.274,.502,.380,21.8,21.2,19.8,.249,.452,.354,46.4
2022,Slider,,1.3,9,702,24.2,147,.198,.421,.336,34.7,34.0,20.5,.189,.411,.315,44.2
2022,Sinker,,0.8,4,541,18.7,122,.300,.527,.386,14.6,11.5,12.1,.301,.536,.390,44.8
2022,Curveball,,-1.0,-3,270,9.3,53,.128,.255,.222,36.0,41.5,23.9,.192,.325,.276,32.0
2022,Changeup,,1.9,5,234,8.1,59,.308,.615,.429,35.7,27.1,21.9,.240,.461,.343,54.1
2022,Cutter,,-2.8,-6,198,6.8,43,.146,.293,.209,28.1,32.6,24.1,.189,.395,.268,37.0
2022,Splitter,,0.0,0,36,1.2,10,.300,.300,.270,21.7,30.0,16.7,.291,.355,.284,0.0
2022,N/A,,8.0,1,8,0.3,2,.500,.500,.450,0.0,0.0,0.0,.600,.818,.611,100.0
2021,4-Seamer,,1.1,6,588,31.2,147,.252,.578,.380,18.9,18.4,15.6,.264,.654,.405,54.6
2021,Slider,,0.6,2,394,20.9,91,.222,.494,.327,43.4,39.6,28.3,.214,.547,.342,44.7
2021,Sinker,,0.8,3,374,19.8,80,.254,.460,.432,17.8,13.8,11.5,.283,.498,.408,34.6
2021,Curveball,,-0.1,0,187,9.9,46,.205,.410,.341,31.3,34.8,23.9,.196,.445,.347,56.5
2021,Changeup,,0.3,0,183,9.7,45,.220,.561,.376,28.3,24.4,16.9,.261,.595,.387,36.7
2021,Cutter,,2.4,3,142,7.5,27,.375,.750,.498,23.6,14.8,8.5,.252,.491,.353,35.0
2021,Splitter,,2.7,0,18,1.0,7,.333,.333,.357,41.7,42.9,27.3,.258,.298,.307,66.7
2020,4-Seamer,,0.0,0,255,33.2,63,.167,.313,.350,26.8,25.4,19.5,.175,.402,.347,37.5
2020,Slider,,1.1,2,150,19.5,28,.217,.391,.383,39.6,39.3,23.4,.147,.284,.278,25.0
2020,Sinker,,2.4,3,123,16.0,37,.333,.600,.454,15.5,5.4,7.4,.302,.588,.436,42.9
2020,Curveball,,-0.1,0,103,13.4,17,.235,.529,.318,23.1,41.2,25.0,.242,.426,.277,40.0
2020,Cutter,,3.6,3,73,9.5,25,.286,.667,.480,20.0,12.0,12.5,.284,.694,.446,50.0
2020,Changeup,,6.2,3,52,6.8,12,.444,1.222,.688,25.9,8.3,5.9,.530,1.234,.720,75.0
2020,Splitter,,-4.3,-1,13,1.7,3,.000,.000,.000,62.5,100.0,50.0,--,--,.000,--
2019,4-Seamer,,0.5,5,"1,111",34.5,252,.217,.448,.359,15.2,15.9,12.1,.237,.494,.374,46.7
2019,Slider,,-0.1,-1,693,21.5,137,.175,.333,.288,42.2,44.5,25.4,.135,.248,.227,27.1
2019,Sinker,,1.3,7,547,17.0,129,.366,.656,.502,13.6,16.3,15.4,.317,.591,.463,46.6
2019,Curveball,,1.0,4,342,10.6,51,.225,.500,.388,30.7,31.4,16.8,.192,.337,.323,29.2
2019,Changeup,,-1.0,-3,270,8.4,70,.175,.429,.297,28.8,32.9,18.7,.178,.339,.253,26.8
2019,Cutter,,0.1,0,230,7.1,54,.200,.356,.287,21.6,16.7,14.1,.220,.383,.330,28.9
2019,Splitter,,0.1,0,29,0.9,6,.167,.667,.333,27.3,50.0,21.4,.018,.063,.031,0.0
2018,4-Seamer,,0.8,7,873,29.9,206,.282,.600,.417,14.1,19.9,17.2,.232,.484,.369,47.7
2018,Slider,,-1.3,-8,596,20.4,116,.127,.196,.207,38.2,35.3,23.7,.165,.270,.249,32.8
2018,Sinker,,2.5,15,593,20.3,145,.328,.739,.486,15.2,13.1,14.4,.316,.684,.469,45.5
2018,Changeup,,2.1,7,328,11.2,80,.250,.471,.375,31.1,25.0,15.6,.223,.393,.327,31.3
2018,Curveball,,2.1,6,288,9.9,58,.208,.396,.313,22.0,29.3,17.5,.204,.317,.255,21.6
2018,Cutter,,-1.3,-2,171,5.9,34,.172,.276,.293,21.4,17.6,15.8,.202,.445,.335,30.4
2018,Splitter,,2.7,1,42,1.4,11,.200,.300,.341,35.0,45.5,23.8,.147,.182,.193,20.0
2018,N/A,,14.2,1,4,0.1,1,1.000,2.000,1.250,0.0,0.0,--,.447,1.419,.754,100.0
2017,4-Seamer,,2.6,10,381,38.7,87,.296,.648,.455,14.2,13.8,11.4,.321,.660,.444,50.8
2017,Sinker,,6.5,10,156,15.8,41,.333,.848,.529,8.2,7.3,8.3,.309,.715,.474,43.3
2017,Slider,,3.2,5,154,15.6,34,.346,.846,.543,40.0,32.4,21.6,.241,.563,.417,53.3
2017,Changeup,,-0.9,-1,123,12.5,18,.071,.286,.267,22.9,33.3,15.0,.140,.355,.314,37.5
2017,Curveball,,-2.5,-2,99,10.1,21,.056,.222,.195,42.9,52.4,28.2,.062,.138,.170,14.3
2017,Cutter,,-2.2,-1,48,4.9,6,.000,.000,.233,11.8,16.7,4.3,.152,.306,.357,33.3
2017,Knuckleball,,0.6,0,12,1.2,3,.333,.333,.300,25.0,33.3,33.3,.216,.267,.209,0.0
2017,Splitter,,-0.4,0,6,0.6,1,.000,.000,.000,100.0,100.0,25.0,--,--,.000,--
