Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Philadelphia Phillies,MLB,vs Left,174,147,,42,12,2,8,20,22,41,,,3,.286,.387,.558,.945
Philadelphia Phillies,MLB,vs Right,498,442,,103,21,0,22,59,50,128,,,3,.233,.313,.430,.743
