Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Philadelphia Phillies,MLB,First Inning,144,131,18,34,8,1,6,8,12,43,1,0,1,.260,.326,.473,.799
Philadelphia Phillies,MLB,Second Inning,32,29,5,9,2,0,1,11,3,8,0,0,0,.310,.375,.483,.858
Philadelphia Phillies,MLB,Third Inning,97,80,13,21,4,0,4,11,15,20,0,0,1,.263,.381,.463,.844
Philadelphia Phillies,MLB,Fourth Inning,65,59,10,18,1,0,9,19,6,10,0,0,0,.305,.369,.780,1.149
Philadelphia Phillies,MLB,Fifth Inning,71,59,9,15,8,0,1,7,9,17,1,0,2,.254,.366,.441,.807
Philadelphia Phillies,MLB,Sixth Inning,75,64,8,14,5,1,2,4,8,24,0,0,2,.219,.320,.422,.742
Philadelphia Phillies,MLB,Seventh Inning,69,63,7,11,1,0,3,6,6,22,0,0,0,.175,.246,.333,.579
Philadelphia Phillies,MLB,Eighth Inning,75,65,7,14,3,0,3,8,8,11,0,1,0,.215,.297,.400,.697
Philadelphia Phillies,MLB,Ninth Inning,36,32,2,7,1,0,0,2,4,12,0,0,0,.219,.306,.250,.556
Philadelphia Phillies,MLB,Extra Innings,8,7,2,2,0,0,1,3,1,2,0,0,0,.286,.375,.714,1.089
