BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,5,1,3,3,0,1,1,.270,.877
TurnerSS,4,0,1,1,0,1,1,.309,.855
"Freeman, F1B",5,0,1,0,0,1,2,.327,.939
"Smith, W.D.DH",5,1,1,0,0,1,2,.262,.815
Alberto3B,5,1,2,0,0,2,0,.260,.661
"Thompson, TLF",3,1,0,0,1,1,2,.252,.789
Lux2B,4,2,2,2,0,1,1,.298,.800
"Barnes, AC",3,2,2,1,0,0,2,.174,.626
BellingerCF,3,1,1,2,0,1,3,.206,.647
,37,9,13,9,1,9,14,,
