BATTERS - CLE,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
KwanLF,4,0,2,0,0,0,1,.300,.777
"Rosario, ASS",3,0,1,0,1,1,1,.241,.658
"Ramírez, Jo3B",3,0,1,1,0,0,1,.333,.844
"Gonzalez, ORF",4,0,0,0,0,1,5,.226,.573
"Naylor, JDH",4,0,0,0,0,0,2,.194,.517
Arias1B,4,0,1,0,0,2,2,.273,.637
Gimenez2B,4,0,0,0,0,3,1,.179,.421
HedgesC,2,1,1,0,0,0,0,.133,.411
"a-Miller, OPH",1,0,1,0,0,0,0,.111,.384
MaileC,1,0,1,0,0,0,0,.333,.833
StrawCF,4,0,0,0,0,0,4,.160,.422
,34,1,8,1,1,7,17,,
