BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Acuña Jr.RF,5,1,0,0,0,1,0,.272,.793
SwansonSS,4,0,1,0,1,2,1,.298,.847
Olson1B,5,0,2,1,0,3,2,.255,.812
Riley3B,4,0,2,0,1,2,2,.276,.886
d'ArnaudC,3,0,0,0,2,1,5,.262,.795
OzunaDH,4,0,1,0,1,1,3,.229,.711
DuvallLF,3,0,1,0,0,1,3,.206,.650
"a-Rosario, EPH-LF",1,0,0,0,0,1,1,.109,.365
"b-Contreras, WmPH",1,0,0,0,0,0,1,.265,.897
Arcia2B,3,0,0,0,1,0,4,.248,.692
1-GosselinPR-2B,1,0,0,0,0,0,1,.261,.553
"Harris II, MCF",5,1,1,1,0,0,5,.290,.824
,39,2,8,2,6,12,28,,
