BATTERS - WSH,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Hernández2B,4,1,0,0,0,1,2,.188,.376
"Soto, JRF",4,0,0,0,0,0,3,.214,.742
"Cruz, NDH",4,1,2,3,0,1,0,.188,.563
Bell1B,3,0,1,0,1,0,2,.308,.976
"Ruiz, KC",3,0,0,0,0,2,2,.364,.819
"Hernandez, YLF",3,0,1,0,0,0,0,.167,.310
1-Strange-GordonPR,0,1,0,0,0,0,0,.000,.000
"Thomas, LLF",0,0,0,0,0,0,0,.000,.125
Franco3B,3,0,1,0,0,0,0,.077,.154
FoxSS,2,1,0,1,0,1,0,.000,.000
RoblesCF,3,0,0,0,0,1,2,.000,.000
,29,4,5,4,1,6,11,,
