Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2021,SD,NL,2B,21,20,148.0,68,23,45,0,8,,1.000
2021,SD,NL,3B,23,18,165.2,55,13,41,1,5,,.982
2021,SD,NL,SS,35,25,260.0,132,37,91,4,25,,.970
2022,SD,NL,3B,24,17,171.1,48,16,32,0,4,,1.000
2022,SD,NL,SS,131,125,1092.0,455,120,327,8,59,,.982
2 Seasons,SD,NL,2B,21,20,148.0,68,23,45,0,8,,1.000
,SD,NL,3B,47,35,337.0,103,29,73,1,9,,.990
,SD,NL,SS,166,150,1352.0,587,157,418,12,84,,.980
