BATTERS - TOR,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SpringerCF-RF,4,2,1,1,1,0,2,.259,.827
BichetteSS,4,1,2,1,0,1,2,.256,.725
Guerrero1B,4,1,1,2,0,2,2,.268,.866
KirkC,3,1,1,0,0,0,1,.322,.936
"Hernández, TRF",4,0,2,0,0,2,1,.247,.728
ZimmerCF,0,0,0,0,0,0,0,.109,.427
Gurriel Jr.DH,4,1,1,1,0,2,3,.284,.744
"Chapman, M3B",4,1,1,2,0,1,3,.222,.716
Espinal2B,4,0,0,0,0,2,0,.261,.702
BiggioLF,3,0,1,0,0,1,0,.209,.737
,34,7,10,7,1,11,14,,
