PITCHERS - TOR,IP,H,R,ER,BB,SO,HR,ERA
"Gausman(W, 6-6)",7.0,4,0,0,2,10,0,2.93
Phelps,1.0,0,0,0,0,0,0,2.73
Anderson,1.0,4,2,2,0,0,0,18.00
,9.0,8,2,2,2,10,0,
