BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Acuña Jr.RF,4,0,1,0,0,1,1,.455,1.083
SwansonSS,4,1,1,0,0,0,3,.167,.481
Olson1B,2,0,0,0,2,0,1,.375,1.365
Riley3B,4,0,0,0,0,1,4,.083,.237
d'ArnaudC,4,0,2,0,0,0,4,.417,1.334
"Harris II, MCF",4,0,1,1,0,1,2,.091,.182
OzunaDH,4,0,0,0,0,3,3,.000,.000
Grissom2B,2,0,0,0,0,2,0,.000,.000
a-ArciaPH-2B,2,0,1,0,0,0,0,.143,.476
"Rosario, ELF",2,0,0,0,0,0,0,.000,.000
"b-Contreras, WmPH",1,0,0,0,0,1,1,.200,.733
GrossmanLF,1,0,0,0,0,1,0,.000,.000
,34,1,6,1,2,10,19,,
