BATTERS - PHI,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SchwarberLF,2,1,1,0,1,0,0,.056,.192
1-VierlingPR-LF,0,1,0,0,0,0,0,.167,.334
Hoskins1B,3,1,1,3,1,2,2,.095,.422
RealmutoC,4,2,1,0,0,1,4,.211,.497
HarperDH,4,2,2,3,0,1,0,.444,1.444
"Castellanos, NRF",4,0,2,2,0,0,0,.263,.616
2-GuthriePR-RF,0,0,0,0,0,0,0,.000,.000
Bohm3B,4,0,0,0,0,0,2,.188,.613
"Sosa, E3B",0,0,0,0,0,0,0,.500,1.500
MarshCF,3,1,0,0,1,2,1,.222,.697
Segura2B,2,0,0,0,2,1,1,.286,.769
StottSS,4,1,1,1,0,0,2,.091,.468
,30,9,8,9,5,7,12,,
