PITCHERS - SD,IP,H,R,ER,BB,SO,HR,ERA
"Musgrove(W, 5-0)",7.0,4,0,0,3,4,0,1.90
"Suarez, R(H, 4)",1.0,1,1,1,0,1,1,4.15
"Rogers(S, 16)",1.0,1,0,0,0,1,0,0.49
,9.0,6,1,1,3,6,1,
