BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Cronenworth2B-1B,4,0,0,0,0,3,0,.201,.630
"Machado, M3B",5,1,1,1,0,0,2,.358,1.006
ProfarDH,3,0,2,0,2,0,0,.217,.734
MyersRF,4,0,0,0,1,3,6,.232,.577
Voit1B,3,1,1,0,1,1,1,.181,.624
"Alcántara, Se2B",0,0,0,0,0,0,0,.189,.521
"Nola, AuC",3,0,1,0,1,1,3,.212,.546
KimSS,4,0,0,0,0,1,3,.214,.703
GrishamCF,3,0,0,1,0,1,1,.146,.493
AzocarLF,3,0,1,0,1,0,2,.216,.545
,32,2,6,2,6,10,18,,
