,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2019,LAA,AL,108,406,357,44,85,18,3,7,33,40,93,2,5,5,.238,.321,.364,.685
,2020,LAA,AL,33,106,90,12,14,1,0,1,3,14,26,3,1,0,.156,.269,.200,.469
,2021,LAA,AL,54,190,174,22,35,1,0,6,18,9,38,1,0,2,.201,.246,.310,.556
,2022,LAA,AL,127,511,489,45,129,22,4,17,52,17,79,6,2,4,.264,.294,.429,.723
,4 Seasons,LAA,AL,322,1213,1110,123,263,42,7,31,106,80,236,12,8,11,.237,.294,.371,.665
