BATTERS - BOS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Duran, JaRF",3,1,1,0,0,0,0,.273,.751
a-RefsnyderPH-RF,1,0,1,0,0,0,0,.338,.948
Devers3B,4,1,2,1,0,1,2,.327,.978
MartinezDH,3,1,0,0,1,2,2,.306,.863
BogaertsSS,4,1,2,1,0,1,1,.317,.850
VerdugoLF,4,0,1,1,0,1,1,.269,.696
Cordero1B,3,0,0,0,0,2,0,.232,.692
b-VázquezPH,1,0,0,0,0,0,1,.280,.741
PlaweckiC,3,0,0,0,1,0,0,.150,.479
Bradley Jr.CF,3,0,0,0,0,0,0,.206,.553
c-DalbecPH,1,0,0,0,0,1,2,.204,.620
"Downs, Jet2B",4,0,0,0,0,2,2,.200,.435
,34,4,7,3,2,10,11,,
