Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Lehigh Valley IronPigs,Triple-A,vs Left,,,,9,,,17.0,71,11,,,1,11,22,1.29
Lehigh Valley IronPigs,Triple-A,vs Right,,,,9,,,24.0,95,12,,,1,11,36,0.96
