Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Boston Red Sox,MLB,Bases Empty,,,,33,,,98.2,439,97,,,11,46,101,1.45
Boston Red Sox,MLB,Bases Loaded,,,,8,,,3.0,10,1,,,0,0,2,0.33
Boston Red Sox,MLB,Runner at 1st,,,,31,,,37.0,153,41,,,9,12,25,1.43
Boston Red Sox,MLB,Runners at 1st & 2nd,,,,24,,,15.1,53,9,,,1,3,17,0.78
Boston Red Sox,MLB,Runners at 1st & 3rd,,,,11,,,3.2,14,2,,,0,2,5,1.09
Boston Red Sox,MLB,Runner at 2nd,,,,25,,,15.0,73,16,,,5,9,15,1.67
Boston Red Sox,MLB,Runners at 2nd & 3rd,,,,10,,,3.2,15,3,,,1,1,6,1.09
Boston Red Sox,MLB,Runner at 3rd,,,,12,,,3.1,16,6,,,0,0,4,1.80
Boston Red Sox,MLB,Scoring Position,,,,32,,,44.0,181,37,,,7,15,49,1.18
