BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,4,1,1,0,0,1,1,.263,.777
"Marte, SRF",4,1,2,1,1,1,0,.281,.769
LindorSS,4,0,0,0,1,3,3,.245,.740
Alonso1B,4,1,2,2,1,1,2,.284,.921
CanhaLF,4,0,1,0,1,0,3,.299,.770
Escobar3B,5,0,0,0,0,3,3,.242,.714
"Davis, JDH",4,1,2,1,0,2,0,.263,.727
McNeil2B,4,0,3,0,0,0,0,.320,.813
NidoC,4,0,0,0,0,0,4,.245,.551
,37,4,11,4,4,11,16,,
