BATTERS - STL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Edman2B,4,0,0,0,0,1,0,.267,.728
CarlsonCF,4,0,0,0,0,1,0,.237,.694
Goldschmidt1B,3,0,0,0,1,1,0,.320,1.003
Arenado3B,3,0,0,0,1,2,1,.294,.897
PujolsDH,3,0,1,0,0,1,2,.262,.851
YepezRF,3,0,1,0,0,0,1,.254,.752
DeJongSS,3,0,0,0,0,3,3,.154,.547
KniznerC,3,0,0,0,0,2,0,.214,.591
DickersonLF,3,0,0,0,0,2,0,.276,.712
,29,0,2,0,2,13,7,,
