PITCHERS - SD,IP,H,R,ER,BB,SO,HR,ERA
"Snell(W, 8-9)",7.0,2,0,0,2,13,0,3.62
"Suarez, R(H, 10)",1.0,0,0,0,0,0,0,2.63
"Hader(S, 34)",1.0,0,0,0,0,0,0,5.72
,9.0,2,0,0,2,13,0,
