Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Baltimore Orioles,MLB,vs Left,178,157,,46,7,0,11,27,18,43,,,1,.293,.365,.548,.913
Baltimore Orioles,MLB,vs Right,469,417,,92,17,0,22,62,37,79,,,12,.221,.301,.420,.721
