Name,Year,0ft,5ft,10ft,15ft,20ft,25ft,30ft,35ft,40ft,45ft,50ft,55ft,60ft,65ft,70ft,75ft,80ft,85ft,90ft
"Santander, Anthony - LHB",2018,0.00,0.53,0.82,1.08,1.33,1.56,1.77,1.98,2.17,2.36,2.55,2.74,2.92,3.10,3.28,3.46,3.65,3.84,4.04
"Santander, Anthony - LHB",2019,0.00,0.53,0.82,1.07,1.32,1.54,1.75,1.96,2.15,2.34,2.52,2.70,2.88,3.06,3.23,3.41,3.58,3.76,3.95
"Santander, Anthony - RHB",2019,0.00,0.55,0.85,1.12,1.37,1.60,1.81,2.02,2.21,2.40,2.59,2.77,2.96,3.13,3.31,3.49,3.66,3.85,4.03
"Santander, Anthony - LHB",2021,0.00,0.55,0.86,1.13,1.37,1.60,1.81,2.02,2.22,2.40,2.60,2.78,2.97,3.15,3.33,3.51,3.70,3.89,4.10
"Santander, Anthony - RHB",2021,0.00,0.58,0.92,1.19,1.44,1.67,1.89,2.10,2.30,2.50,2.69,2.88,3.07,3.26,3.44,3.63,3.83,4.02,4.23
"Santander, Anthony - LHB",2022,0.00,0.55,0.87,1.14,1.39,1.61,1.82,2.03,2.23,2.42,2.62,2.80,2.99,3.17,3.35,3.54,3.73,3.92,4.13
"Santander, Anthony - RHB",2022,0.00,0.58,0.92,1.19,1.44,1.67,1.89,2.09,2.29,2.48,2.67,2.86,3.04,3.22,3.40,3.58,3.76,3.94,4.13

