Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2017,BAL,AL,31,11,16,0,1,.348,3,0,5,120,3.871,.258,.000,.---,.100,0,0
2018,BAL,AL,108,30,44,0,0,.241,7,1,16,432,4.000,.194,.009,.286,.099,0,0
2019,BAL,AL,405,181,166,1,3,.285,41,1,64,1659,4.096,.212,.049,.221,.216,4,0
2020,BAL,AL,165,88,70,0,0,.248,25,2,27,589,3.570,.152,.067,.400,.314,1,0
2021,BAL,AL,438,176,195,1,4,.275,42,11,74,1812,4.137,.231,.041,.228,.192,1,0
2022,BAL,AL,647,261,271,0,5,.248,57,14,114,2618,4.046,.189,.051,.451,.214,3,2
6 Seasons,BAL,AL,1794,747,762,2,13,.264,175,29,300,7230,4.030,.202,.046,.311,.209,9,2
