Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Baltimore Orioles,MLB,First Inning,141,130,16,29,4,0,5,5,9,36,11,4,2,.223,.284,.369,.653
Baltimore Orioles,MLB,Second Inning,31,29,4,8,3,1,1,14,1,12,1,0,1,.276,.323,.552,.875
Baltimore Orioles,MLB,Third Inning,99,87,16,29,4,1,5,12,8,9,7,3,2,.333,.402,.575,.977
Baltimore Orioles,MLB,Fourth Inning,48,45,9,11,1,1,2,4,3,6,1,1,0,.244,.292,.444,.736
Baltimore Orioles,MLB,Fifth Inning,79,72,11,23,5,0,2,5,6,11,3,1,1,.319,.380,.472,.852
Baltimore Orioles,MLB,Sixth Inning,66,60,6,14,4,0,0,7,5,11,0,1,0,.233,.288,.300,.588
Baltimore Orioles,MLB,Seventh Inning,72,57,9,12,0,0,0,8,8,12,3,0,3,.211,.324,.211,.535
Baltimore Orioles,MLB,Eighth Inning,82,78,10,17,8,1,1,2,4,18,4,0,0,.218,.256,.385,.641
Baltimore Orioles,MLB,Ninth Inning,46,44,5,12,2,0,0,5,1,10,3,0,0,.273,.283,.318,.601
Baltimore Orioles,MLB,Extra Innings,8,6,3,2,1,0,0,2,2,1,1,0,0,.333,.500,.500,1.000
