Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Norfolk Tides,Triple-A,First Inning,60,51,10,8,0,0,0,0,9,13,6,1,0,.157,.283,.157,.440
Bowie Baysox,Double-A,First Inning,50,48,8,14,2,0,1,2,2,9,7,0,0,.292,.320,.396,.716
Norfolk Tides,Triple-A,Second Inning,22,19,4,2,1,0,1,5,1,3,0,0,0,.105,.143,.316,.459
Bowie Baysox,Double-A,Second Inning,6,3,1,1,0,0,0,1,2,0,0,0,0,.333,.500,.333,.833
Norfolk Tides,Triple-A,Third Inning,41,33,4,7,0,0,0,1,2,4,1,2,1,.212,.270,.212,.482
Bowie Baysox,Double-A,Third Inning,37,33,2,5,1,0,0,3,1,6,2,2,1,.152,.189,.182,.371
Norfolk Tides,Triple-A,Fourth Inning,25,21,4,5,0,1,1,3,1,2,0,0,0,.238,.261,.476,.737
Bowie Baysox,Double-A,Fourth Inning,16,13,5,4,1,0,1,2,3,2,3,0,0,.308,.438,.615,1.053
Norfolk Tides,Triple-A,Fifth Inning,36,32,5,8,1,0,0,2,4,6,4,0,0,.250,.333,.281,.614
Bowie Baysox,Double-A,Fifth Inning,28,24,3,6,1,0,0,2,3,4,3,1,0,.250,.321,.292,.613
Norfolk Tides,Triple-A,Sixth Inning,31,30,4,6,0,1,2,8,1,6,1,1,0,.200,.226,.467,.693
Bowie Baysox,Double-A,Sixth Inning,23,20,5,7,3,0,1,2,3,0,3,0,0,.350,.435,.650,1.085
Norfolk Tides,Triple-A,Seventh Inning,34,31,1,5,3,0,0,2,1,8,0,0,0,.161,.182,.258,.440
Bowie Baysox,Double-A,Seventh Inning,24,22,7,7,1,0,2,4,2,3,2,0,0,.318,.375,.636,1.011
Norfolk Tides,Triple-A,Eighth Inning,31,30,2,7,1,0,0,2,1,5,0,0,0,.233,.258,.267,.525
Bowie Baysox,Double-A,Eighth Inning,21,19,2,4,2,0,0,1,2,4,0,0,0,.211,.286,.316,.602
Norfolk Tides,Triple-A,Ninth Inning,23,19,4,6,2,0,1,1,4,3,1,0,0,.316,.435,.579,1.014
Bowie Baysox,Double-A,Ninth Inning,15,12,2,3,0,0,0,0,3,2,0,0,0,.250,.400,.250,.650
Norfolk Tides,Triple-A,Extra Innings,3,2,2,1,0,0,0,0,1,1,0,0,0,.500,.667,.500,1.167
Bowie Baysox,Double-A,Extra Innings,6,5,0,3,0,0,0,1,1,1,0,0,0,.600,.667,.600,1.267
