Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Norfolk Tides,Triple-A,Home Games,136,115,14,24,3,1,4,13,10,24,5,3,1,.209,.271,.357,.628
Bowie Baysox,Double-A,Home Games,104,91,15,24,5,0,1,8,9,14,9,0,1,.264,.327,.352,.679
Norfolk Tides,Triple-A,Away Games,170,153,26,31,5,1,1,11,15,27,8,1,0,.203,.272,.268,.540
Bowie Baysox,Double-A,Away Games,122,108,20,30,6,0,4,10,13,17,11,3,0,.278,.352,.444,.796
Norfolk Tides,Triple-A,Day Games,87,75,10,11,1,0,1,4,8,14,4,0,0,.147,.226,.200,.426
Bowie Baysox,Double-A,Day Games,45,40,7,7,1,0,1,1,5,7,2,0,0,.175,.267,.275,.542
Norfolk Tides,Triple-A,Night Games,219,193,30,44,7,2,4,20,17,37,9,4,1,.228,.290,.347,.637
Bowie Baysox,Double-A,Night Games,181,159,28,47,10,0,4,17,17,24,18,3,1,.296,.359,.434,.793
Norfolk Tides,Triple-A,Leading Off,110,96,,19,2,0,0,0,13,22,,,0,.198,.294,.219,.513
Bowie Baysox,Double-A,Leading Off,47,43,,14,2,0,3,3,4,5,,,0,.326,.383,.581,.964
Norfolk Tides,Triple-A,Late / Close,26,22,,4,1,0,0,0,4,4,,,0,.182,.308,.227,.535
Bowie Baysox,Double-A,Late / Close,29,25,,7,2,0,0,2,4,4,,,0,.280,.379,.360,.739
