Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Los Angeles Dodgers,MLB,First Inning,46,42,5,14,1,0,2,17,1,9,0,0,1,.333,.348,.500,.848
Los Angeles Dodgers,MLB,Second Inning,85,74,9,17,7,0,1,1,10,16,0,0,1,.230,.329,.365,.694
Los Angeles Dodgers,MLB,Third Inning,46,41,8,11,5,0,1,11,4,13,0,0,1,.268,.348,.463,.811
Los Angeles Dodgers,MLB,Fourth Inning,74,70,11,24,7,0,2,10,3,10,0,0,0,.343,.365,.529,.894
Los Angeles Dodgers,MLB,Fifth Inning,53,44,6,11,2,0,3,11,7,8,1,0,1,.250,.358,.500,.858
Los Angeles Dodgers,MLB,Sixth Inning,61,53,3,10,1,0,1,6,6,12,0,0,2,.189,.295,.264,.559
Los Angeles Dodgers,MLB,Seventh Inning,59,50,8,14,4,0,2,13,6,9,0,0,0,.280,.339,.480,.819
Los Angeles Dodgers,MLB,Eighth Inning,56,50,7,17,4,0,0,7,5,5,2,0,0,.340,.393,.420,.813
Los Angeles Dodgers,MLB,Ninth Inning,46,40,4,11,5,0,1,4,6,6,0,0,0,.275,.370,.475,.845
Los Angeles Dodgers,MLB,Extra Innings,6,4,0,1,0,0,0,1,2,1,0,0,0,.250,.500,.250,.750
