Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Los Angeles Dodgers,MLB,No Outs,188,162,,44,13,0,1,16,21,30,,,4,.272,.367,.370,.737
Los Angeles Dodgers,MLB,One Out,192,172,,53,13,0,8,39,11,30,,,2,.308,.344,.523,.867
Los Angeles Dodgers,MLB,Two Outs,152,134,,33,10,0,4,26,18,29,,,0,.246,.336,.410,.746
