Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2006,Billings Mustangs,,ROK,1B,1,0,1.0,1,1,0,0,0,,1.000
2006,Billings Mustangs,,ROK,2B,37,35,309.2,176,71,99,6,26,,.966
2006,Billings Mustangs,,ROK,3B,7,6,43.0,14,4,9,1,1,,.929
2006,Billings Mustangs,,ROK,SS,7,6,57.1,34,11,22,1,3,,.971
2006,Billings Mustangs,,ROK,LF,4,3,20.0,1,1,0,0,0,,1.000
2006,Billings Mustangs,,ROK,RF,4,3,27.0,10,10,0,0,0,,1.000
2006,Billings Mustangs,,ROK,DH,6,5,0.0,0,0,0,0,0,,.000
2007,2 Teams,,Minors,2B,103,101,868.2,458,173,273,12,65,,.974
2007,2 Teams,,Minors,DH,10,10,0.0,0,0,0,0,0,,.000
2007,Dayton Dragons,MID,A(Full),2B,98,97,832.2,440,163,265,12,63,,.973
2007,Dayton Dragons,MID,A(Full),3B,1,1,8.1,1,0,1,0,0,,1.000
2007,Dayton Dragons,MID,A(Full),SS,10,10,81.2,51,18,31,2,6,,.961
2007,Dayton Dragons,MID,A(Full),DH,9,9,0.0,0,0,0,0,0,,.000
2007,Sarasota Reds,FSL,A(Adv),2B,5,4,36.0,18,10,8,0,2,,1.000
2007,Sarasota Reds,FSL,A(Adv),DH,1,1,0.0,0,0,0,0,0,,.000
2008,2 Teams,,Minors,2B,102,102,871.1,441,189,243,9,67,,.980
2008,2 Teams,,Minors,DH,5,5,0.0,0,0,0,0,0,,.000
2008,Sarasota Reds,FSL,A(Adv),2B,29,29,258.1,125,47,77,1,20,,.992
2008,Sarasota Reds,FSL,A(Adv),DH,4,4,0.0,0,0,0,0,0,,.000
2008,Chattanooga Lookouts,SOU,AA,2B,73,73,613.0,316,142,166,8,47,,.975
2008,Chattanooga Lookouts,SOU,AA,3B,2,2,18.0,9,3,6,0,0,,1.000
2008,Chattanooga Lookouts,SOU,AA,DH,1,1,0.0,0,0,0,0,0,,.000
2009,Norfolk Tides,INT,AAA,2B,80,78,676.0,355,130,212,13,53,,.963
2009,Norfolk Tides,INT,AAA,3B,15,13,115.0,38,10,24,4,4,,.895
