Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Rome Braves,Class A,Bases Empty,6,5,,1,0,0,0,0,1,2,,,0,.200,.333,.200,.533
Rome Braves,Class A,Runner at 1st,3,3,,2,0,0,0,0,0,0,,,0,.667,.667,.667,1.334
Rome Braves,Class A,Runners at 1st & 2nd,1,1,,1,0,0,0,1,0,0,,,0,1.000,1.000,1.000,2.000
Rome Braves,Class A,Runner at 2nd,1,1,,0,0,0,0,0,0,0,,,0,.000,.000,.000,.000
Rome Braves,Class A,Runners at 2nd & 3rd,1,0,,0,0,0,0,0,1,0,,,0,.000,1.000,.000,1.000
Rome Braves,Class A,Runner at 3rd,1,0,,0,0,0,0,0,1,0,,,0,.000,1.000,.000,1.000
Rome Braves,Class A,Scoring Position,4,2,,1,0,0,0,1,2,0,,,0,.500,.750,.500,1.250
