Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2016,ATL,NL,145,57,62,1,2,.383,11,2,16,599,4.131,.234,.021,.382,.140,2,0
2017,ATL,NL,551,158,213,0,4,.292,31,7,81,2188,3.971,.218,.011,.492,.092,6,1
2018,ATL,NL,533,189,185,6,3,.290,43,5,68,2145,4.024,.229,.026,.361,.157,7,1
2019,ATL,NL,545,204,230,1,5,.300,46,7,71,2223,4.079,.228,.031,.411,.172,3,1
2020,ATL,NL,264,110,99,0,1,.350,25,0,40,1060,4.015,.269,.038,.310,.190,3,1
2021,ATL,NL,653,264,251,1,7,.297,62,7,73,2578,3.948,.256,.041,.311,.201,7,1
2022,ATL,NL,696,286,222,0,4,.348,58,12,79,2751,3.953,.261,.036,.269,.170,3,0
7 Seasons,ATL,NL,3387,1268,1262,9,26,.313,276,40,428,13544,3.999,.242,.030,.354,.162,31,5
