,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2016,ATL,NL,38,145,129,20,39,7,1,3,17,13,34,3,0,0,.302,.361,.442,.803
,2017,ATL,NL,144,551,488,59,113,23,2,6,51,59,120,3,3,0,.232,.312,.324,.636
,2018,ATL,NL,136,533,478,51,114,25,4,14,59,44,122,10,4,2,.238,.304,.395,.699
,2019,ATL,NL,127,545,483,77,121,26,3,17,65,51,124,10,5,5,.251,.325,.422,.747
,2020,ATL,NL,60,264,237,49,65,15,0,10,35,22,71,5,0,4,.274,.345,.464,.809
,2021,ATL,NL,160,653,588,78,146,33,2,27,88,52,167,9,3,5,.248,.311,.449,.760
*,2022,ATL,NL,162,696,640,99,177,32,1,25,96,49,182,18,7,3,.277,.329,.447,.776
,7 Seasons,ATL,NL,827,3387,3043,433,775,161,13,102,411,290,820,58,22,19,.255,.321,.417,.738
