Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2016,,,,,,,,,64,,,,,,93,,
2017,15,28,6,7,48,15,15,28,58,33,39,71,46,67,88,15,
2018,8,20,21,26,19,21,20,33,62,33,36,46,38,30,96,92,
2019,73,72,68,61,71,74,70,64,60,65,39,60,27,76,88,83,
2020,71,72,73,69,64,89,77,55,64,58,27,40,20,69,90,99,15
2021,53,47,67,69,37,84,76,48,66,63,22,37,16,73,82,78,13
2022,72,66,84,81,45,91,76,73,57,82,20,36,15,67,79,100,15
