BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
JudgeRF,4,0,1,0,0,1,1,.311,1.112
StantonDH,2,1,1,1,2,0,0,.210,.751
LeMahieu1B,3,0,1,0,0,0,3,.261,.735
"1-Cabrera, OPR-1B",1,0,0,0,0,0,0,.243,.725
Donaldson3B,3,0,0,0,1,1,1,.226,.693
Peraza2B,3,0,2,0,1,0,3,.333,.832
"Hicks, ACF",2,1,0,0,2,0,2,.222,.657
Kiner-FalefaSS,3,0,0,0,1,0,3,.262,.642
HigashiokaC,4,0,2,1,0,1,3,.224,.636
GonzalezLF,4,1,1,1,0,1,5,.182,.579
,29,3,8,3,7,4,21,,
