BATTERS - ATL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SwansonSS,4,3,3,3,0,0,0,.302,.868
d'ArnaudC,5,0,3,2,0,1,0,.265,.798
OzunaLF,2,0,0,1,1,1,1,.229,.693
DuvallLF,0,0,0,0,0,0,0,.204,.630
Olson1B,4,0,0,0,0,1,6,.247,.808
"Contreras, WmDH",4,0,0,0,0,0,6,.275,.948
Arcia3B,3,1,1,0,1,0,0,.329,.895
Gosselin2B,4,1,2,0,0,1,1,.200,.400
HerediaRF,3,1,0,0,1,1,2,.130,.587
"Harris II, MCF",4,1,1,1,0,2,2,.330,.896
,33,7,10,7,3,7,18,,
