Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Arizona Diamondbacks,MLB,First Inning,88,75,7,18,3,0,6,23,8,20,0,0,1,.240,.307,.520,.827
Arizona Diamondbacks,MLB,Second Inning,71,65,10,15,3,0,5,5,6,21,0,0,0,.231,.296,.508,.804
Arizona Diamondbacks,MLB,Third Inning,62,54,13,18,2,1,4,14,4,8,1,0,3,.333,.403,.630,1.033
Arizona Diamondbacks,MLB,Fourth Inning,96,87,17,22,2,1,8,15,7,16,0,0,1,.253,.313,.575,.888
Arizona Diamondbacks,MLB,Fifth Inning,59,48,7,12,3,0,2,6,11,3,0,1,0,.250,.390,.438,.828
Arizona Diamondbacks,MLB,Sixth Inning,80,72,7,16,3,0,5,8,7,21,0,0,1,.222,.300,.472,.772
Arizona Diamondbacks,MLB,Seventh Inning,72,64,6,12,2,0,1,4,7,17,0,1,0,.188,.264,.266,.530
Arizona Diamondbacks,MLB,Eighth Inning,70,54,7,9,2,0,1,9,14,13,0,0,2,.167,.357,.259,.616
Arizona Diamondbacks,MLB,Ninth Inning,60,55,10,17,5,0,4,8,5,11,0,0,0,.309,.367,.618,.985
Arizona Diamondbacks,MLB,Extra Innings,9,9,0,2,0,0,0,2,0,1,1,0,0,.222,.222,.222,.444
