BATTERS - CHC,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Madrigal2B,4,2,3,0,0,0,0,.250,.590
ContrerasC,2,0,0,1,1,0,2,.248,.826
Wisdom3B,4,1,1,2,0,2,3,.219,.756
"Suzuki, SRF",3,1,1,1,0,1,0,.242,.722
"Reyes, FDH",4,1,1,1,0,3,2,.233,.662
HappLF,4,1,2,1,0,1,2,.282,.810
"Velazquez, NCF",4,0,0,0,0,4,2,.235,.745
Higgins1B,4,0,0,0,0,3,1,.263,.824
MorelSS,3,2,2,2,0,0,0,.257,.790
HoernerSS,1,0,0,0,0,0,0,.299,.770
,33,8,10,8,1,14,12,,
