,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2017,LAD,NL,15,25,23,1,4,0,0,1,1,2,4,0,1,0,.174,.240,.304,.544
,2018,LAD,NL,37,86,77,11,20,6,0,1,4,8,14,0,0,0,.260,.329,.377,.706
,2019,LAD,NL,106,377,343,43,101,22,2,12,44,26,49,4,1,2,.294,.342,.475,.817
,2020,BOS,AL,53,221,201,36,62,16,0,6,15,17,45,4,0,2,.308,.367,.478,.845
,2021,BOS,AL,146,604,544,88,157,32,2,13,63,51,96,6,2,4,.289,.351,.426,.777
,2022,BOS,AL,152,644,593,75,166,39,1,11,74,42,86,1,3,3,.280,.328,.405,.733
,6 Seasons,2 Teams,,509,1957,1781,254,510,115,5,44,201,146,294,15,7,11,.286,.341,.431,.772
