Year,Team,Avg HR Trot,Actual HR,xHR,HR-xHR,Doubters,Mostly Gone,No Doubters,No Doubter %
2019,,22.4,16,16.3,0,8,13,6,37.5
2020,,22.4,7,7.6,-1,3,6,3,42.9
2021,,24.0,24,25.3,-1,8,16,13,54.2
2022,,23.9,27,22.9,4,5,19,7,25.9
Player,,23.5,74,72.1,2,24,54,29,39.2
