BATTERS - MIN,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ArraezDH,5,1,3,1,0,0,1,.316,.806
CorreaSS,5,0,3,0,0,1,0,.280,.815
Miranda1B,4,0,1,0,1,0,4,.277,.782
1-HamiltonPR,0,0,0,0,0,0,0,.067,.192
KeplerRF,5,0,0,0,0,0,5,.227,.668
Urshela3B,3,1,1,0,1,1,0,.267,.729
Gordon2B,4,0,2,0,0,1,1,.277,.748
GarlickLF,4,1,1,0,0,0,4,.248,.769
SanchezC,3,0,0,1,0,2,3,.215,.676
CaveCF,4,1,1,1,0,1,1,.207,.669
,37,4,12,3,2,6,19,,
