Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2018,WSH,NL,494,214,187,1,0,.338,48,9,66,2031,4.111,.200,.045,.798,.225,1,0
2019,WSH,NL,659,297,257,0,6,.312,71,11,81,2788,4.231,.200,.052,.818,.266,3,0
2020,WSH,NL,196,107,54,0,0,.363,27,1,29,827,4.219,.143,.066,1.464,.344,3,0
2021,WSH,NL,654,268,197,0,5,.332,51,23,121,2601,3.977,.142,.044,1.559,.221,3,1
2022,WSH,NL,436,166,137,0,0,.243,39,11,59,1819,4.172,.142,.048,1.468,.240,3,0
2022,SD,NL,228,71,66,0,0,.261,15,1,27,946,4.149,.149,.026,1.294,.154,3,0
2022,2 Teams,,664,237,203,0,0,.249,54,12,86,2765,4.164,.145,.041,1.406,.210,6,0
5 Seasons,2 Teams,,2667,1123,898,1,11,.309,251,56,383,11012,4.129,.168,.047,1.134,.239,16,1
